"date","store_id","product_id","category","region","inventory_level","units_sold","units_ordered","demand_forecast","price","discount","holiday_promotion","competitor_pricing","seasonality","retail_rent_index","year","month","sales_gap","price_diff_vs_competitor","period","promo_flag"
2019-01-01,"W001","PGA560","Gardening","South",852,602,349,620.48,16.47,10,1,14.79,"Autumn",130.5235,2019,"Jan",18.48,1.68,"Pre-2020","Promotion"
2019-01-01,"W001","PPE585","Pet Supplies","East",801,409,443,502.13,18.81,0,0,16.96,"Autumn",133.0481,2019,"Jan",93.13,1.85,"Pre-2020","No Promotion"
2019-01-01,"W001","PHE794","Health & Beauty","South",451,275,201,290.47,19.54,10,0,17.99,"Winter",137.847,2019,"Jan",15.47,1.55,"Pre-2020","No Promotion"
2019-01-01,"W001","PST230","Stationery & Office Supplies","South",405,218,227,234.4,40.62,0,0,42.25,"Spring",132.883,2019,"Jan",16.4,-1.63,"Pre-2020","No Promotion"
2019-01-01,"W001","PTO984","Toys & Games","South",1779,130,339,426.83,36.07,10,0,31.27,"Winter",129.7118,2019,"Jan",296.83,4.8,"Pre-2020","No Promotion"
2019-01-01,"W001","PSE171","Seasonal Products","West",1500,276,190,264.53,27.39,0,1,27.65,"Summer",128.2358,2019,"Jan",-11.47,-0.259999999999998,"Pre-2020","Promotion"
2019-01-01,"W002","PHO844","Household Essentials","West",1241,971,652,853.31,33.63,10,0,34.5,"Summer",136.0763,2019,"Jan",-117.69,-0.869999999999997,"Pre-2020","No Promotion"
2019-01-01,"W002","PHO349","Homeware","West",1276,794,750,980.91,25.19,0,0,26.29,"Spring",133.2275,2019,"Jan",186.91,-1.1,"Pre-2020","No Promotion"
2019-01-01,"W002","PDI756","DIY & Decorating","East",649,428,303,417.52,44.13,0,0,39.37,"Autumn",128.4906,2019,"Jan",-10.48,4.76000000000001,"Pre-2020","No Promotion"
2019-01-01,"W002","PGA758","Gardening","East",468,312,223,377.47,23.85,20,0,23.2,"Spring",134.0009,2019,"Jan",65.47,0.650000000000002,"Pre-2020","No Promotion"
2019-01-01,"W002","PPE269","Pet Supplies","West",546,355,233,334.26,17.38,10,0,17.37,"Spring",135.1821,2019,"Jan",-20.74,0.00999999999999801,"Pre-2020","No Promotion"
2019-01-01,"W002","PHE463","Health & Beauty","West",691,406,286,452.87,26,0,0,24.8,"Autumn",132.6559,2019,"Jan",46.87,1.2,"Pre-2020","No Promotion"
2019-01-01,"W002","PST775","Stationery & Office Supplies","North",764,480,446,523.25,27.06,10,0,26.36,"Spring",133.5786,2019,"Jan",43.25,0.699999999999999,"Pre-2020","No Promotion"
2019-01-01,"W002","PTO486","Toys & Games","East",1809,261,418,351.63,6.96,10,0,7.02,"Summer",136.5579,2019,"Jan",90.63,-0.0599999999999996,"Pre-2020","No Promotion"
2019-01-01,"W002","PSE385","Seasonal Products","East",1447,267,349,415.85,14.35,0,1,13.41,"Winter",130.1341,2019,"Jan",148.85,0.94,"Pre-2020","Promotion"
2019-01-01,"W003","PHO558","Household Essentials","North",1223,717,714,584.04,47.89,10,0,50.23,"Autumn",133.475,2019,"Jan",-132.96,-2.34,"Pre-2020","No Promotion"
2019-01-01,"W003","PHO292","Homeware","East",1153,635,471,538.63,24.71,0,0,23.45,"Winter",133.0202,2019,"Jan",-96.37,1.26,"Pre-2020","No Promotion"
2019-01-01,"W003","PDI826","DIY & Decorating","East",568,305,331,255.58,38.55,0,1,35.13,"Winter",136.3641,2019,"Jan",-49.42,3.41999999999999,"Pre-2020","Promotion"
2019-01-01,"W003","PGA437","Gardening","Central",437,332,238,367.31,17.1,0,0,17.24,"Winter",129.2827,2019,"Jan",35.31,-0.139999999999997,"Pre-2020","No Promotion"
2019-01-01,"W003","PPE528","Pet Supplies","West",581,369,316,454.01,8.54,0,0,7.74,"Autumn",131.2425,2019,"Jan",85.01,0.799999999999999,"Pre-2020","No Promotion"
2019-01-01,"W003","PHE864","Health & Beauty","South",432,286,195,349.87,30.98,0,1,32.42,"Summer",131.826,2019,"Jan",63.87,-1.44,"Pre-2020","Promotion"
2019-01-01,"W003","PST194","Stationery & Office Supplies","East",561,426,313,383.17,18.15,0,0,15.62,"Autumn",134.4496,2019,"Jan",-42.83,2.53,"Pre-2020","No Promotion"
2019-01-01,"W003","PTO136","Toys & Games","Central",1544,109,422,529.54,19.73,0,1,18.15,"Spring",137.5149,2019,"Jan",420.54,1.58,"Pre-2020","Promotion"
2019-01-01,"W003","PSE389","Seasonal Products","North",1530,253,405,449.31,33.4,20,0,31.11,"Spring",130.6592,2019,"Jan",196.31,2.29,"Pre-2020","No Promotion"
2019-01-01,"W004","PHO260","Household Essentials","South",1094,857,463,654.77,9.94,0,1,10.27,"Spring",128.8531,2019,"Jan",-202.23,-0.33,"Pre-2020","Promotion"
2019-01-01,"W004","PHO106","Homeware","Central",1145,635,510,596.03,34.58,20,0,32.64,"Spring",132.0971,2019,"Jan",-38.97,1.94,"Pre-2020","No Promotion"
2019-01-01,"W004","PDI845","DIY & Decorating","North",892,558,529,542.46,49.16,0,1,50.81,"Autumn",135.7968,2019,"Jan",-15.54,-1.65000000000001,"Pre-2020","Promotion"
2019-01-01,"W004","PGA945","Gardening","Central",817,456,406,413.21,12.39,10,1,12.04,"Spring",131.7465,2019,"Jan",-42.79,0.350000000000001,"Pre-2020","Promotion"
2019-01-01,"W004","PPE788","Pet Supplies","West",753,427,415,346.1,11.74,0,1,10.95,"Summer",133.3136,2019,"Jan",-80.9,0.790000000000001,"Pre-2020","Promotion"
2019-01-01,"W004","PHE641","Health & Beauty","North",565,321,285,359.21,40.73,10,1,38.85,"Autumn",130.2696,2019,"Jan",38.21,1.88,"Pre-2020","Promotion"
2019-01-01,"W004","PST307","Stationery & Office Supplies","Central",865,560,503,632.74,5.08,0,0,4.78,"Spring",134.4679,2019,"Jan",72.74,0.3,"Pre-2020","No Promotion"
2019-01-01,"W004","PTO553","Toys & Games","West",1543,130,238,246.55,32.68,0,0,29.49,"Winter",134.082,2019,"Jan",116.55,3.19,"Pre-2020","No Promotion"
2019-01-01,"W004","PSE315","Seasonal Products","West",1207,149,297,296.33,6.96,10,0,7.03,"Winter",136.5935,2019,"Jan",147.33,-0.0700000000000003,"Pre-2020","No Promotion"
2019-01-01,"W005","PHO691","Household Essentials","Central",1226,763,592,628.84,19.97,10,0,19.02,"Winter",129.1377,2019,"Jan",-134.16,0.949999999999999,"Pre-2020","No Promotion"
2019-01-01,"W005","PHO191","Homeware","North",981,552,421,419.01,15.41,0,0,14.13,"Spring",131.9027,2019,"Jan",-132.99,1.28,"Pre-2020","No Promotion"
2019-01-01,"W005","PDI571","DIY & Decorating","Central",678,343,341,301.2,16.8,0,0,17.23,"Summer",132.6383,2019,"Jan",-41.8,-0.43,"Pre-2020","No Promotion"
2019-01-01,"W005","PGA140","Gardening","West",538,403,244,371.5,22.3,0,0,20.65,"Autumn",134.0107,2019,"Jan",-31.5,1.65,"Pre-2020","No Promotion"
2019-01-01,"W005","PPE831","Pet Supplies","North",567,337,314,394.35,5.4,0,0,4.6,"Summer",136.0376,2019,"Jan",57.35,0.800000000000001,"Pre-2020","No Promotion"
2019-01-01,"W005","PHE289","Health & Beauty","Central",594,438,300,445.49,48.07,0,1,45.53,"Winter",131.2339,2019,"Jan",7.49000000000001,2.54,"Pre-2020","Promotion"
2019-01-01,"W005","PST866","Stationery & Office Supplies","West",445,293,248,361.96,48.51,0,1,48.89,"Spring",128.0262,2019,"Jan",68.96,-0.380000000000003,"Pre-2020","Promotion"
2019-01-01,"W005","PTO897","Toys & Games","East",1746,236,192,265.1,10.68,0,0,10.66,"Spring",129.4809,2019,"Jan",29.1,0.0199999999999996,"Pre-2020","No Promotion"
2019-01-01,"W005","PSE382","Seasonal Products","North",1992,220,339,337.01,20.39,10,1,20.33,"Autumn",136.7228,2019,"Jan",117.01,0.0600000000000023,"Pre-2020","Promotion"
2019-02-01,"W001","PHO204","Household Essentials","West",1244,732,614,828.2,49.88,10,0,44.25,"Winter",137.7569,2019,"Feb",96.2,5.63,"Pre-2020","No Promotion"
2019-02-01,"W001","PHO679","Homeware","Central",940,668,493,593.25,15.23,10,0,13.71,"Winter",133.2858,2019,"Feb",-74.75,1.52,"Pre-2020","No Promotion"
2019-02-01,"W001","PDI700","DIY & Decorating","South",419,225,234,272.19,30.17,0,1,31.47,"Autumn",132.2473,2019,"Feb",47.19,-1.3,"Pre-2020","Promotion"
2019-02-01,"W001","PGA244","Gardening","North",476,350,243,388.76,7.25,10,0,6.46,"Summer",133.5382,2019,"Feb",38.76,0.79,"Pre-2020","No Promotion"
2019-02-01,"W001","PPE410","Pet Supplies","South",811,455,474,345.79,29.98,0,1,27.72,"Summer",132.5171,2019,"Feb",-109.21,2.26,"Pre-2020","Promotion"
2019-02-01,"W001","PHE497","Health & Beauty","South",424,338,239,318.82,35.82,10,0,35.58,"Summer",133.7622,2019,"Feb",-19.18,0.240000000000002,"Pre-2020","No Promotion"
2019-02-01,"W001","PST977","Stationery & Office Supplies","West",505,290,278,311.59,33.79,0,0,34.76,"Spring",132.4945,2019,"Feb",21.59,-0.969999999999999,"Pre-2020","No Promotion"
2019-02-01,"W001","PTO609","Toys & Games","North",1445,108,282,390.9,45.75,10,0,45.21,"Summer",132.6568,2019,"Feb",282.9,0.539999999999999,"Pre-2020","No Promotion"
2019-02-01,"W001","PSE276","Seasonal Products","West",1808,195,378,360.05,30.35,0,0,29.91,"Autumn",136.5782,2019,"Feb",165.05,0.440000000000001,"Pre-2020","No Promotion"
2019-02-01,"W002","PHO360","Household Essentials","South",1273,640,628,650.66,48.76,10,1,48.64,"Winter",137.3824,2019,"Feb",10.66,0.119999999999997,"Pre-2020","Promotion"
2019-02-01,"W002","PHO854","Homeware","East",1016,548,470,538.03,20.39,10,0,21.26,"Summer",133.8272,2019,"Feb",-9.97000000000003,-0.870000000000001,"Pre-2020","No Promotion"
2019-02-01,"W002","PDI996","DIY & Decorating","South",743,429,444,461.63,8.07,20,0,7.61,"Summer",131.6274,2019,"Feb",32.63,0.46,"Pre-2020","No Promotion"
2019-02-01,"W002","PGA658","Gardening","East",691,430,399,456.04,20.02,0,0,18.99,"Spring",131.0883,2019,"Feb",26.04,1.03,"Pre-2020","No Promotion"
2019-02-01,"W002","PPE409","Pet Supplies","East",757,472,424,526.16,26.23,10,0,23.34,"Spring",130.1529,2019,"Feb",54.16,2.89,"Pre-2020","No Promotion"
2019-02-01,"W002","PHE678","Health & Beauty","North",425,252,194,287.36,27.05,20,0,28.14,"Spring",130.768,2019,"Feb",35.36,-1.09,"Pre-2020","No Promotion"
2019-02-01,"W002","PST186","Stationery & Office Supplies","South",719,366,390,322.67,13.56,0,1,12.55,"Autumn",135.7017,2019,"Feb",-43.33,1.01,"Pre-2020","Promotion"
2019-02-01,"W002","PTO310","Toys & Games","North",1925,117,359,347.02,22.45,10,0,19.43,"Autumn",131.8625,2019,"Feb",230.02,3.02,"Pre-2020","No Promotion"
2019-02-01,"W002","PSE452","Seasonal Products","Central",1992,134,231,267.36,27.46,0,0,27.5,"Winter",131.1212,2019,"Feb",133.36,-0.0399999999999991,"Pre-2020","No Promotion"
2019-02-01,"W003","PHO298","Household Essentials","North",1070,779,526,615.89,33.53,0,1,31.65,"Autumn",132.1311,2019,"Feb",-163.11,1.88,"Pre-2020","Promotion"
2019-02-01,"W003","PHO882","Homeware","East",945,605,462,659.13,43.26,0,1,41.03,"Spring",134.345,2019,"Feb",54.13,2.23,"Pre-2020","Promotion"
2019-02-01,"W003","PDI391","DIY & Decorating","West",562,284,265,312.6,49.01,10,0,50.8,"Winter",136.5878,2019,"Feb",28.6,-1.79,"Pre-2020","No Promotion"
2019-02-01,"W003","PGA857","Gardening","West",452,319,181,300.06,30.56,20,1,31.48,"Summer",131.5017,2019,"Feb",-18.94,-0.920000000000002,"Pre-2020","Promotion"
2019-02-01,"W003","PPE879","Pet Supplies","East",832,603,477,468.45,47.1,10,0,40.68,"Summer",128.3571,2019,"Feb",-134.55,6.42,"Pre-2020","No Promotion"
2019-02-01,"W003","PHE101","Health & Beauty","South",521,290,238,292.16,19.83,0,0,16.87,"Autumn",131.6798,2019,"Feb",2.16000000000003,2.96,"Pre-2020","No Promotion"
2019-02-01,"W003","PST853","Stationery & Office Supplies","South",683,341,373,408.84,19.75,0,0,20.65,"Autumn",132.5042,2019,"Feb",67.84,-0.899999999999999,"Pre-2020","No Promotion"
2019-02-01,"W003","PTO813","Toys & Games","West",1898,293,383,398.32,11.1,0,1,9.71,"Winter",133.3294,2019,"Feb",105.32,1.39,"Pre-2020","Promotion"
2019-02-01,"W003","PSE397","Seasonal Products","West",1337,105,499,412.14,16.08,10,1,14.2,"Winter",132.5835,2019,"Feb",307.14,1.88,"Pre-2020","Promotion"
2019-02-01,"W004","PHO996","Household Essentials","North",1286,837,671,741,13.24,20,0,13.48,"Spring",129.557,2019,"Feb",-96,-0.24,"Pre-2020","No Promotion"
2019-02-01,"W004","PHO195","Homeware","East",989,658,477,575.74,34.89,0,0,35.17,"Winter",129.5931,2019,"Feb",-82.26,-0.280000000000001,"Pre-2020","No Promotion"
2019-02-01,"W004","PDI133","DIY & Decorating","Central",804,426,470,520.8,27.08,20,1,26.14,"Winter",131.0621,2019,"Feb",94.8,0.939999999999998,"Pre-2020","Promotion"
2019-02-01,"W004","PGA642","Gardening","East",625,389,300,477.38,21.48,0,0,18.67,"Autumn",130.9741,2019,"Feb",88.38,2.81,"Pre-2020","No Promotion"
2019-02-01,"W004","PPE287","Pet Supplies","South",747,500,321,423.19,10.66,10,0,10.16,"Autumn",132.4612,2019,"Feb",-76.81,0.5,"Pre-2020","No Promotion"
2019-02-01,"W004","PHE351","Health & Beauty","East",440,332,197,366.55,5.41,10,0,4.7,"Spring",132.7387,2019,"Feb",34.55,0.71,"Pre-2020","No Promotion"
2019-02-01,"W004","PST556","Stationery & Office Supplies","North",721,537,376,481.43,25.77,0,1,25.52,"Winter",132.8652,2019,"Feb",-55.57,0.25,"Pre-2020","Promotion"
2019-02-01,"W004","PTO141","Toys & Games","Central",1334,112,322,239.38,45.09,10,0,41.61,"Winter",130.9496,2019,"Feb",127.38,3.48,"Pre-2020","No Promotion"
2019-02-01,"W004","PSE218","Seasonal Products","East",1518,296,464,490.48,8.65,0,0,8.39,"Autumn",135.7457,2019,"Feb",194.48,0.26,"Pre-2020","No Promotion"
2019-02-01,"W005","PHO986","Household Essentials","West",1237,723,644,829.86,46.9,0,0,46.41,"Winter",133.3028,2019,"Feb",106.86,0.490000000000002,"Pre-2020","No Promotion"
2019-02-01,"W005","PHO449","Homeware","North",1299,652,700,725.82,29.36,0,1,29.75,"Autumn",131.8405,2019,"Feb",73.8200000000001,-0.390000000000001,"Pre-2020","Promotion"
2019-02-01,"W005","PDI589","DIY & Decorating","South",576,357,302,338.83,6.86,10,0,6.83,"Spring",130.4362,2019,"Feb",-18.17,0.0300000000000002,"Pre-2020","No Promotion"
2019-02-01,"W005","PGA962","Gardening","North",794,521,443,495.97,39.09,0,0,36.71,"Summer",131.2352,2019,"Feb",-25.03,2.38,"Pre-2020","No Promotion"
2019-02-01,"W005","PPE971","Pet Supplies","Central",828,649,380,715.64,20.33,20,0,21.22,"Spring",131.4368,2019,"Feb",66.64,-0.890000000000001,"Pre-2020","No Promotion"
2019-02-01,"W005","PHE555","Health & Beauty","North",441,282,262,246.31,23.49,0,1,22.98,"Summer",132.9704,2019,"Feb",-35.69,0.509999999999998,"Pre-2020","Promotion"
2019-02-01,"W005","PST220","Stationery & Office Supplies","East",824,569,348,621.49,9.68,10,1,9.9,"Autumn",130.6242,2019,"Feb",52.49,-0.220000000000001,"Pre-2020","Promotion"
2019-02-01,"W005","PTO467","Toys & Games","East",1786,169,364,424.28,5.02,10,1,5.14,"Spring",133.404,2019,"Feb",255.28,-0.12,"Pre-2020","Promotion"
2019-02-01,"W005","PSE754","Seasonal Products","North",1455,168,299,460.22,21.23,10,0,18.5,"Summer",132.3137,2019,"Feb",292.22,2.73,"Pre-2020","No Promotion"
2019-03-01,"W001","PHO833","Household Essentials","South",1224,931,719,1093.52,22.94,10,0,24.04,"Autumn",136.5205,2019,"Mar",162.52,-1.1,"Pre-2020","No Promotion"
2019-03-01,"W001","PHO945","Homeware","South",1294,860,773,785.28,18.59,0,0,19.16,"Autumn",129.5633,2019,"Mar",-74.72,-0.57,"Pre-2020","No Promotion"
2019-03-01,"W001","PDI401","DIY & Decorating","North",758,461,348,471.4,21.44,10,1,21.81,"Spring",135.7687,2019,"Mar",10.4,-0.369999999999997,"Pre-2020","Promotion"
2019-03-01,"W001","PGA131","Gardening","West",583,416,302,504.25,27.97,0,0,25.34,"Winter",132.7237,2019,"Mar",88.25,2.63,"Pre-2020","No Promotion"
2019-03-01,"W001","PPE479","Pet Supplies","South",726,425,414,390.84,48.31,0,1,43.66,"Autumn",133.1711,2019,"Mar",-34.16,4.65000000000001,"Pre-2020","Promotion"
2019-03-01,"W001","PHE493","Health & Beauty","North",882,686,429,748.3,49.66,0,0,46.28,"Summer",135.574,2019,"Mar",62.3,3.38,"Pre-2020","No Promotion"
2019-03-01,"W001","PST494","Stationery & Office Supplies","South",755,570,386,497.38,8.88,0,0,8.74,"Spring",137.1307,2019,"Mar",-72.62,0.140000000000001,"Pre-2020","No Promotion"
2019-03-01,"W001","PTO659","Toys & Games","East",1935,195,263,234.34,21.42,0,0,19.36,"Winter",132.8106,2019,"Mar",39.34,2.06,"Pre-2020","No Promotion"
2019-03-01,"W001","PSE388","Seasonal Products","East",1647,103,302,365.32,44.81,10,1,46.44,"Winter",129.9477,2019,"Mar",262.32,-1.63,"Pre-2020","Promotion"
2019-03-01,"W002","PHO554","Household Essentials","East",1193,650,640,584.81,10.75,20,1,11.11,"Summer",134.6133,2019,"Mar",-65.1900000000001,-0.359999999999999,"Pre-2020","Promotion"
2019-03-01,"W002","PHO990","Homeware","West",1186,842,621,868.33,46.68,0,0,42.93,"Winter",133.6165,2019,"Mar",26.33,3.75,"Pre-2020","No Promotion"
2019-03-01,"W002","PDI933","DIY & Decorating","South",701,400,349,365.94,24.21,10,0,23.49,"Winter",132.9416,2019,"Mar",-34.06,0.720000000000002,"Pre-2020","No Promotion"
2019-03-01,"W002","PGA477","Gardening","North",603,361,301,430.45,13.37,20,1,12.37,"Summer",131.491,2019,"Mar",69.45,1,"Pre-2020","Promotion"
2019-03-01,"W002","PPE196","Pet Supplies","West",711,513,376,491.71,18.14,20,1,17.86,"Summer",131.1441,2019,"Mar",-21.29,0.280000000000001,"Pre-2020","Promotion"
2019-03-01,"W002","PHE231","Health & Beauty","West",738,420,368,317.91,33.11,10,1,32.5,"Spring",132.2822,2019,"Mar",-102.09,0.609999999999999,"Pre-2020","Promotion"
2019-03-01,"W002","PST480","Stationery & Office Supplies","South",845,434,455,446.62,36.21,10,1,33.03,"Winter",127.6532,2019,"Mar",12.62,3.18,"Pre-2020","Promotion"
2019-03-01,"W002","PTO479","Toys & Games","North",1335,234,308,480.27,12.52,0,1,12.14,"Winter",133.1277,2019,"Mar",246.27,0.379999999999999,"Pre-2020","Promotion"
2019-03-01,"W002","PSE895","Seasonal Products","Central",1757,298,318,506.39,24.77,0,0,25.86,"Summer",131.7439,2019,"Mar",208.39,-1.09,"Pre-2020","No Promotion"
2019-03-01,"W003","PHO299","Household Essentials","East",1172,780,518,846.13,7.08,20,0,6.31,"Summer",134.4415,2019,"Mar",66.13,0.77,"Pre-2020","No Promotion"
2019-03-01,"W003","PHO851","Homeware","East",1114,737,651,887.89,7.14,0,1,6.48,"Winter",128.7215,2019,"Mar",150.89,0.659999999999999,"Pre-2020","Promotion"
2019-03-01,"W003","PDI539","DIY & Decorating","North",599,451,242,469.26,16,0,1,15.31,"Autumn",132.5959,2019,"Mar",18.26,0.69,"Pre-2020","Promotion"
2019-03-01,"W003","PGA191","Gardening","West",671,493,286,438.84,12.9,10,0,11.1,"Autumn",131.2381,2019,"Mar",-54.16,1.8,"Pre-2020","No Promotion"
2019-03-01,"W003","PPE389","Pet Supplies","North",582,312,256,348.47,6.58,0,1,5.74,"Autumn",130.8453,2019,"Mar",36.47,0.84,"Pre-2020","Promotion"
2019-03-01,"W003","PHE127","Health & Beauty","East",608,317,248,388.13,14.58,20,0,13.24,"Spring",134.5998,2019,"Mar",71.13,1.34,"Pre-2020","No Promotion"
2019-03-01,"W003","PST276","Stationery & Office Supplies","South",530,398,246,494.75,22.32,20,1,20.15,"Winter",134.3948,2019,"Mar",96.75,2.17,"Pre-2020","Promotion"
2019-03-01,"W003","PTO822","Toys & Games","Central",1885,171,264,438.54,26.14,10,1,25.38,"Spring",129.0384,2019,"Mar",267.54,0.760000000000002,"Pre-2020","Promotion"
2019-03-01,"W003","PSE788","Seasonal Products","North",1503,236,187,344.24,45.66,0,0,46.11,"Spring",134.0033,2019,"Mar",108.24,-0.450000000000003,"Pre-2020","No Promotion"
2019-03-01,"W004","PHO424","Household Essentials","West",1125,719,518,707.78,35.76,0,1,31.18,"Winter",129.1649,2019,"Mar",-11.22,4.58,"Pre-2020","Promotion"
2019-03-01,"W004","PHO240","Homeware","North",1044,623,625,775.65,15.59,10,1,14.08,"Summer",134.1833,2019,"Mar",152.65,1.51,"Pre-2020","Promotion"
2019-03-01,"W004","PDI183","DIY & Decorating","Central",455,358,203,438.05,36.81,0,0,34.33,"Spring",130.5585,2019,"Mar",80.05,2.48,"Pre-2020","No Promotion"
2019-03-01,"W004","PGA486","Gardening","South",802,584,375,605.53,7.12,0,0,6.34,"Summer",131.9938,2019,"Mar",21.53,0.78,"Pre-2020","No Promotion"
2019-03-01,"W004","PPE610","Pet Supplies","West",840,440,502,528.39,13.88,20,0,12.81,"Summer",133.031,2019,"Mar",88.39,1.07,"Pre-2020","No Promotion"
2019-03-01,"W004","PHE618","Health & Beauty","East",844,555,493,591.52,6.55,10,0,6.3,"Summer",132.5202,2019,"Mar",36.52,0.25,"Pre-2020","No Promotion"
2019-03-01,"W004","PST222","Stationery & Office Supplies","West",439,265,201,281.34,30.59,0,0,29.29,"Summer",127.5278,2019,"Mar",16.34,1.3,"Pre-2020","No Promotion"
2019-03-01,"W004","PTO325","Toys & Games","Central",1930,242,392,383.63,6.66,10,0,6.41,"Winter",129.5746,2019,"Mar",141.63,0.25,"Pre-2020","No Promotion"
2019-03-01,"W004","PSE989","Seasonal Products","East",1632,244,342,476.9,25.22,0,0,22.77,"Summer",133.7033,2019,"Mar",232.9,2.45,"Pre-2020","No Promotion"
2019-03-01,"W005","PHO861","Household Essentials","Central",1234,681,681,575.44,15.27,0,0,15.9,"Summer",132.6485,2019,"Mar",-105.56,-0.630000000000001,"Pre-2020","No Promotion"
2019-03-01,"W005","PHO887","Homeware","South",1244,694,714,764.16,18.53,10,0,16.67,"Winter",135.1776,2019,"Mar",70.16,1.86,"Pre-2020","No Promotion"
2019-03-01,"W005","PDI450","DIY & Decorating","North",561,398,303,394.66,5.84,20,0,5.82,"Summer",132.1967,2019,"Mar",-3.33999999999997,0.0199999999999996,"Pre-2020","No Promotion"
2019-03-01,"W005","PGA380","Gardening","North",453,233,260,244.66,9.83,10,0,9.86,"Autumn",130.2703,2019,"Mar",11.66,-0.0299999999999994,"Pre-2020","No Promotion"
2019-03-01,"W005","PPE629","Pet Supplies","North",558,333,260,354.47,47.55,0,0,44.17,"Autumn",131.1364,2019,"Mar",21.47,3.38,"Pre-2020","No Promotion"
2019-03-01,"W005","PHE394","Health & Beauty","South",692,543,362,452.88,30.75,20,0,28.91,"Summer",135.1289,2019,"Mar",-90.12,1.84,"Pre-2020","No Promotion"
2019-03-01,"W005","PST414","Stationery & Office Supplies","North",690,516,295,562.76,18.69,0,1,19.4,"Winter",129.4955,2019,"Mar",46.76,-0.709999999999997,"Pre-2020","Promotion"
2019-03-01,"W005","PTO463","Toys & Games","East",1285,155,409,594.52,35.02,20,1,31.97,"Spring",133.6064,2019,"Mar",439.52,3.05,"Pre-2020","Promotion"
2019-03-01,"W005","PSE621","Seasonal Products","South",1501,228,300,560.3,43.02,10,1,38.07,"Summer",132.8438,2019,"Mar",332.3,4.95,"Pre-2020","Promotion"
2019-04-01,"W001","PHO244","Household Essentials","East",916,608,407,578.52,27,0,0,23.64,"Autumn",129.2403,2019,"Apr",-29.48,3.36,"Pre-2020","No Promotion"
2019-04-01,"W001","PHO322","Homeware","West",1233,838,601,966.02,30.18,10,0,31.29,"Spring",136.1195,2019,"Apr",128.02,-1.11,"Pre-2020","No Promotion"
2019-04-01,"W001","PDI880","DIY & Decorating","South",704,482,379,470.19,20.44,20,0,20.65,"Spring",134.1481,2019,"Apr",-11.81,-0.209999999999997,"Pre-2020","No Promotion"
2019-04-01,"W001","PGA654","Gardening","East",797,560,451,656.26,16.44,10,1,15.13,"Spring",131.7938,2019,"Apr",96.26,1.31,"Pre-2020","Promotion"
2019-04-01,"W001","PPE913","Pet Supplies","Central",796,593,462,737.6,27.31,0,0,24.28,"Summer",134.6341,2019,"Apr",144.6,3.03,"Pre-2020","No Promotion"
2019-04-01,"W001","PHE530","Health & Beauty","West",682,342,346,297.79,44.03,10,1,39.64,"Spring",133.7561,2019,"Apr",-44.21,4.39,"Pre-2020","Promotion"
2019-04-01,"W001","PST109","Stationery & Office Supplies","Central",497,276,296,316.86,40.5,0,0,35.67,"Summer",130.3847,2019,"Apr",40.86,4.83,"Pre-2020","No Promotion"
2019-04-01,"W001","PTO309","Toys & Games","West",1413,167,459,491.2,10.92,0,0,10.01,"Spring",135.5491,2019,"Apr",324.2,0.91,"Pre-2020","No Promotion"
2019-04-01,"W001","PSE637","Seasonal Products","North",1657,168,299,476.78,35.79,10,0,31.77,"Winter",133.7541,2019,"Apr",308.78,4.02,"Pre-2020","No Promotion"
2019-04-01,"W002","PHO220","Household Essentials","North",1147,889,679,990.57,7.56,0,1,6.46,"Winter",132.3407,2019,"Apr",101.57,1.1,"Pre-2020","Promotion"
2019-04-01,"W002","PHO966","Homeware","South",1194,630,586,589.74,7.46,0,0,6.59,"Winter",128.2414,2019,"Apr",-40.26,0.87,"Pre-2020","No Promotion"
2019-04-01,"W002","PDI369","DIY & Decorating","North",864,442,415,478.49,12.72,0,0,11.12,"Autumn",131.8226,2019,"Apr",36.49,1.6,"Pre-2020","No Promotion"
2019-04-01,"W002","PGA784","Gardening","North",752,473,400,556.02,30.81,0,0,26.79,"Summer",131.3796,2019,"Apr",83.02,4.02,"Pre-2020","No Promotion"
2019-04-01,"W002","PPE393","Pet Supplies","South",614,381,302,426.22,28.15,0,1,25.96,"Summer",135.6016,2019,"Apr",45.22,2.19,"Pre-2020","Promotion"
2019-04-01,"W002","PHE618","Health & Beauty","West",554,442,298,515.52,20.07,10,1,19.1,"Winter",128.68,2019,"Apr",73.52,0.969999999999999,"Pre-2020","Promotion"
2019-04-01,"W002","PST565","Stationery & Office Supplies","North",587,370,276,443.02,35.74,0,1,33.15,"Autumn",129.5964,2019,"Apr",73.02,2.59,"Pre-2020","Promotion"
2019-04-01,"W002","PTO100","Toys & Games","East",1820,122,276,371.43,17.43,0,0,15.1,"Summer",134.5154,2019,"Apr",249.43,2.33,"Pre-2020","No Promotion"
2019-04-01,"W002","PSE871","Seasonal Products","East",1292,158,349,332.9,10.73,20,1,10.19,"Summer",134.2812,2019,"Apr",174.9,0.540000000000001,"Pre-2020","Promotion"
2019-04-01,"W003","PHO620","Household Essentials","East",1011,524,425,478.23,24.42,0,1,22.49,"Summer",134.9018,2019,"Apr",-45.77,1.93,"Pre-2020","Promotion"
2019-04-01,"W003","PHO902","Homeware","Central",1160,592,603,517.55,31.92,20,1,31.05,"Spring",131.4787,2019,"Apr",-74.45,0.870000000000001,"Pre-2020","Promotion"
